track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,One Big Boum (IRE),Niall Moore,7,P Fenton,4th,2 1/4 l,5,11-4,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,Dundaniel (IRE),M J M O'Sullivan,0,M Kennedy,3rd,5 l,9,11-4,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,My Lyka,P Townend,0,W P Mullins,2nd,Nose,5,11-4,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,Nas Na Riogh (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-10,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,On The Steel (IRE),C G O'Dwyer,5,C O'Dwyer,PU,N/A,5,11-10,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,Undeniable Alibi (FR),D J Gilligan,3,G Elliott,7th,5 l,5,11-10,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,Linden Arden (IRE),C M Quirke,5,M J Bowe,6th,3 1/4 l,6,11-10,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,Oscars Brother (IRE),D King,0,Connor King,5th,1/2 l,6,11-10,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,One Big Boum (IRE),Niall Moore,7,P Fenton,4th,2 1/4 l,5,11-4,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,Dundaniel (IRE),M J M O'Sullivan,0,M Kennedy,3rd,5 l,9,11-4,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,My Lyka,P Townend,0,W P Mullins,2nd,Nose,5,11-4,-,True,113,45
Killarney Racing Results | 13th May 2024 17:40,N/A,17:40,Good To Yielding,2m 4f 50y,Nas Na Riogh (IRE),Rachael Blackmore,0,H De Bromhead,1st,N/A,6,11-10,-,True,113,45
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Pitwood Road,J P Shinnick,7,T O'Brien,PU,N/A,6,10-11b,111,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,The Other Mozzie (IRE),K M Donoghue,0,G P Cromwell,14th,6 1/2 l,5,11-7,121,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Sea Music (IRE),D Meyler,0,E Mullins,13th,12 l,6,11-2,116,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Jazzy Matty (FR),J J Slevin,0,C Collins,12th,24 l,5,11-12tp,126,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Park Of Kings (IRE),M P Walsh,0,P Nolan,11th,16 l,6,11-0tp1,114,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Zoffanien (IRE),D King,0,D Hogan,10th,1 l,7,11-9,123,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Ballywilliam Boy (IRE),D J O'Keeffe,0,M Hourigan,9th,1 1/4 l,9,11-2p1,116,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Miss Tempo (IRE),Rachael Blackmore,0,H De Bromhead,8th,1 3/4 l,8,11-5,119,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Aldo The Apache (IRE),R J Condon,5,Colm Murphy,7th,5 1/2 l,8,11-9t,123,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Optional Mix (IRE),S O'Callaghan,5,E Doyle,6th,4 l,8,10-12t,112,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Idol (FR),P T Enright,0,S Curling,5th,2 l,6,10-7,107,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Mercury Mission,D J Gilligan,3,M J O'Connor,4th,1 l,5,10-6,106,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Garrybello (FR),M J M O'Sullivan,0,T Cooper,3rd,2 3/4 l,6,11-6ht,120,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Ceroc (IRE),M M McDonagh,0,E J O'Grady,2nd,Neck,6,10-12b,112,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Uhtred (IRE),Sam Ewing,0,G Elliott,1st,N/A,9,11-4,118,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Pitwood Road,J P Shinnick,7,T O'Brien,PU,N/A,6,10-11b,111,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,The Other Mozzie (IRE),K M Donoghue,0,G P Cromwell,14th,6 1/2 l,5,11-7,121,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Sea Music (IRE),D Meyler,0,E Mullins,13th,12 l,6,11-2,116,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Jazzy Matty (FR),J J Slevin,0,C Collins,12th,24 l,5,11-12tp,126,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Park Of Kings (IRE),M P Walsh,0,P Nolan,11th,16 l,6,11-0tp1,114,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Zoffanien (IRE),D King,0,D Hogan,10th,1 l,7,11-9,123,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Ballywilliam Boy (IRE),D J O'Keeffe,0,M Hourigan,9th,1 1/4 l,9,11-2p1,116,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Miss Tempo (IRE),Rachael Blackmore,0,H De Bromhead,8th,1 3/4 l,8,11-5,119,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Aldo The Apache (IRE),R J Condon,5,Colm Murphy,7th,5 1/2 l,8,11-9t,123,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Optional Mix (IRE),S O'Callaghan,5,E Doyle,6th,4 l,8,10-12t,112,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Idol (FR),P T Enright,0,S Curling,5th,2 l,6,10-7,107,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Mercury Mission,D J Gilligan,3,M J O'Connor,4th,1 l,5,10-6,106,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Garrybello (FR),M J M O'Sullivan,0,T Cooper,3rd,2 3/4 l,6,11-6ht,120,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Ceroc (IRE),M M McDonagh,0,E J O'Grady,2nd,Neck,6,10-12b,112,True,113,46
Killarney Racing Results | 13th May 2024 18:10,N/A,18:10,Good To Yielding,2m 4f 50y,Uhtred (IRE),Sam Ewing,0,G Elliott,1st,N/A,9,11-4,118,True,113,46
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Effernock Fizz (IRE),C P Millar,0,C Collins,NR,N/A,9,10-7tp,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,9,11-3,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Salvador Ziggy (IRE),J C Gainford,0,G Elliott,NR,N/A,8,11-3,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Bonnie Kellie (IRE),P T Enright,0,S Curling,NR,N/A,7,10-7,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Fury Road (IRE),D J Gilligan,0,G Elliott,4th,22 l,10,11-8tp,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Gentleman De Mee (FR),M P Walsh,0,W P Mullins,3rd,2 3/4 l,8,11-12ht,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,French Dynamite (FR),D J O'Keeffe,0,M F Morris,2nd,5 1/2 l,9,11-0t,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Ash Tree Meadow (FR),Sam Ewing,0,G Elliott,1st,N/A,8,11-8t,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Effernock Fizz (IRE),C P Millar,0,C Collins,NR,N/A,9,10-7tp,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Visionarian (IRE),K M Donoghue,0,G P Cromwell,NR,N/A,9,11-3,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Salvador Ziggy (IRE),J C Gainford,0,G Elliott,NR,N/A,8,11-3,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Bonnie Kellie (IRE),P T Enright,0,S Curling,NR,N/A,7,10-7,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Fury Road (IRE),D J Gilligan,0,G Elliott,4th,22 l,10,11-8tp,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Gentleman De Mee (FR),M P Walsh,0,W P Mullins,3rd,2 3/4 l,8,11-12ht,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,French Dynamite (FR),D J O'Keeffe,0,M F Morris,2nd,5 1/2 l,9,11-0t,-,True,113,47
Killarney Racing Results | 13th May 2024 18:40,N/A,18:40,Good To Yielding,2m 4f 100y,Ash Tree Meadow (FR),Sam Ewing,0,G Elliott,1st,N/A,8,11-8t,-,True,113,47
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Malton Groove (IRE),J J Slevin,0,D A McLoughlin,NR,N/A,7,11-7ht,99,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,General Clermont (FR),G Brouder,5,D E Fitzgerald,NR,N/A,8,11-4,96,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Definiteadare (IRE),S O'Callaghan,5,C Coakley,PU,N/A,10,10-10,88,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Presenting Point (IRE),D J O'Keeffe,0,A O'Grady,PU,N/A,10,11-8b,100,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Lake Chad (IRE),Niall Moore,7,P Fenton,9th,25 l,9,11-10,102,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Land Jet (IRE),S F O'Keeffe,0,Peter Maher,8th,15 l,8,10-2,80,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Out Of The Park (IRE),P T Enright,0,A O'Grady,7th,1/2 l,6,10-6p1,84,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Nazine (IRE),C M Quirke,5,M J McDonagh,6th,9 1/2 l,7,11-1p1,93,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Copper Coast (IRE),M J M O'Sullivan,0,Sarah Connell,5th,3/4 l,6,10-2t,80,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Walk In The Dark (IRE),D J Gilligan,3,Brendan Walsh,4th,Nose,7,11-12,104,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Lilian Bland (IRE),R Deegan,0,N P Hennessy,3rd,14 l,8,11-7h,99,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Listenheretomejack (IRE),D Meyler,0,E Doyle,2nd,5 l,9,11-1,93,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,A Mere Bagatelle (IRE),Shane Fenelon,7,J J Hanlon,1st,N/A,7,11-10b,102,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Malton Groove (IRE),J J Slevin,0,D A McLoughlin,NR,N/A,7,11-7ht,99,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,General Clermont (FR),G Brouder,5,D E Fitzgerald,NR,N/A,8,11-4,96,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Definiteadare (IRE),S O'Callaghan,5,C Coakley,PU,N/A,10,10-10,88,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Presenting Point (IRE),D J O'Keeffe,0,A O'Grady,PU,N/A,10,11-8b,100,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Lake Chad (IRE),Niall Moore,7,P Fenton,9th,25 l,9,11-10,102,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Land Jet (IRE),S F O'Keeffe,0,Peter Maher,8th,15 l,8,10-2,80,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Out Of The Park (IRE),P T Enright,0,A O'Grady,7th,1/2 l,6,10-6p1,84,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Nazine (IRE),C M Quirke,5,M J McDonagh,6th,9 1/2 l,7,11-1p1,93,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Copper Coast (IRE),M J M O'Sullivan,0,Sarah Connell,5th,3/4 l,6,10-2t,80,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Walk In The Dark (IRE),D J Gilligan,3,Brendan Walsh,4th,Nose,7,11-12,104,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Lilian Bland (IRE),R Deegan,0,N P Hennessy,3rd,14 l,8,11-7h,99,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,Listenheretomejack (IRE),D Meyler,0,E Doyle,2nd,5 l,9,11-1,93,True,113,48
Killarney Racing Results | 13th May 2024 19:10,N/A,19:10,Good To Yielding,2m 4f 100y,A Mere Bagatelle (IRE),Shane Fenelon,7,J J Hanlon,1st,N/A,7,11-10b,102,True,113,48
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Annamix (FR),Mr P W Mullins,0,W P Mullins,NR,N/A,11,12-3t,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Jeremy Pass (IRE),Mr P A King,5,S Curling,NR,N/A,9,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Battleoverdoyen (IRE),Mr J M Halford,7,G Elliott,UR,N/A,11,11-7t,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Au Fleuron (FR),Mr B O'Neill,0,D M Christie,10th,24 l,7,11-7,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Nice To Meet (IRE),Mr T Power Roche,7,M J O'Connor,9th,1 l,8,11-11p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Grange Island (IRE),Mr J G Murphy,7,W J Burke,8th,15 l,8,12-0tp1,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Hardline (IRE),Mr J H Williamson,7,G Elliott,7th,19 l,12,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Younowhatimean (IRE),Mr R Sugrue,7,E McCarthy,6th,6 1/2 l,7,11-71,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Low Lie The Fields (IRE),Mr B T Stone,7,Peter Maher,5th,4 3/4 l,10,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Earths Furies (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,4th,14 l,8,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Shiroccosmagicgem (IRE),Mr J C Barry,3,Edward F Power,3rd,1 l,6,11-4p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Romeo Magico (IRE),Mr D McGill,7,E Mullins,2nd,2 1/2 l,6,12-0,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Early Doors (FR),Mr D O'Connor,0,E Bolger,1st,N/A,11,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Annamix (FR),Mr P W Mullins,0,W P Mullins,NR,N/A,11,12-3t,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Jeremy Pass (IRE),Mr P A King,5,S Curling,NR,N/A,9,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Battleoverdoyen (IRE),Mr J M Halford,7,G Elliott,UR,N/A,11,11-7t,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Au Fleuron (FR),Mr B O'Neill,0,D M Christie,10th,24 l,7,11-7,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Nice To Meet (IRE),Mr T Power Roche,7,M J O'Connor,9th,1 l,8,11-11p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Grange Island (IRE),Mr J G Murphy,7,W J Burke,8th,15 l,8,12-0tp1,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Hardline (IRE),Mr J H Williamson,7,G Elliott,7th,19 l,12,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Younowhatimean (IRE),Mr R Sugrue,7,E McCarthy,6th,6 1/2 l,7,11-71,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Low Lie The Fields (IRE),Mr B T Stone,7,Peter Maher,5th,4 3/4 l,10,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Earths Furies (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,4th,14 l,8,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Shiroccosmagicgem (IRE),Mr J C Barry,3,Edward F Power,3rd,1 l,6,11-4p,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Romeo Magico (IRE),Mr D McGill,7,E Mullins,2nd,2 1/2 l,6,12-0,-,True,113,49
Killarney Racing Results | 13th May 2024 19:45,N/A,19:45,Good To Yielding,2m 7f,Early Doors (FR),Mr D O'Connor,0,E Bolger,1st,N/A,11,11-7p,-,True,113,49
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Jeu De Pic (FR),Miss P Elvin,7,T Cooper,NR,N/A,5,12-0,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Florance (IRE),Miss A B O'Connor,3,A McCann,NR,N/A,6,11-7,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Whiskeyforluck (IRE),Ms N J Irvine,7,Eric Larkin,8th,N/A,5,11-7t1,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Reel Orange (IRE),Miss T Quail,7,S Curling,7th,17 l,5,11-7,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Rubies Or Gold (IRE),Miss S Doyle,7,Ms M Mullins,6th,2 1/2 l,5,12-0,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Torquay Road (IRE),Miss G Benson,7,P Flood,5th,1/2 l,5,12-0,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Dansanttothetune (IRE),Ms J E Grant,7,D M O'Brien,4th,6 l,6,11-7,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Whatsyourproblem (IRE),Miss O M Queally,7,J Queally,3rd,3 l,6,12-0,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Major Barry (IRE),Ms A Power,7,John E & Kiely,2nd,1 3/4 l,6,12-0ht1,-,True,113,50
Killarney Racing Results | 13th May 2024 20:20,N/A,20:20,Good To Yielding  Flat (Turf),2m 1f,Jump Allen (FR),Miss J Townend,0,W P Mullins,1st,N/A,5,12-0t1,-,True,113,50
