track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Turn Up The Beat,G M Ryan,0,David Barry,5th,Neck,4,9-2,51,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Beano Power (IRE),W J Lee,0,E Lynam,4th,3/4 l,4,9-4,53,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,My Girl Sioux (IRE),J S Dalton,10,A Slattery,3rd,Neck,5,9-4,53,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Hastily,J Cleary,5,Tom McGuinness,2nd,3/4 l,6,9-3,52,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Crystal Luna (IRE),A Browne-Souza,10,Daniel Murphy,1st,N/A,4,10-2b,65,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,No Speed Limit (FR),L T McAteer,0,P J McKenna,10th,1 1/2 l,10,9-3v,52,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Hezahunk (IRE),P McGettigan,7,P J McKenna,9th,1 1/4 l,6,8-12v,47,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Historical Fact (IRE),R P Cleary,0,C O'Brien,8th,1/2 l,3,8-7p1,55,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Sam's Xpress (IRE),P A Harnett,5,K P Cotter,7th,1 1/2 l,5,9-6tb,55,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Eric Lock,J A Powell,3,N Meade,6th,1/2 l,3,8-7,55,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Turn Up The Beat,G M Ryan,0,David Barry,5th,Neck,4,9-2,51,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Beano Power (IRE),W J Lee,0,E Lynam,4th,3/4 l,4,9-4,53,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,My Girl Sioux (IRE),J S Dalton,10,A Slattery,3rd,Neck,5,9-4,53,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Hastily,J Cleary,5,Tom McGuinness,2nd,3/4 l,6,9-3,52,True,164,34
Dundalk Racing Results | 14th March 2025 16:30,N/A,16:30,Standard,5f,Crystal Luna (IRE),A Browne-Souza,10,Daniel Murphy,1st,N/A,4,10-2b,65,True,164,34
Dundalk Racing Results | 14th March 2025 17:05,N/A,17:05,Standard,1m 2f 150y,Rene Artois (IRE),Rebecca Parsons,10,J Nash,NR,N/A,6,9-4,-,True,164,35
Dundalk Racing Results | 14th March 2025 17:05,N/A,17:05,Standard,1m 2f 150y,Zentopia (IRE),J S Dalton,10,S M Duffy,NR,N/A,5,9-6p,-,True,164,35
Dundalk Racing Results | 14th March 2025 17:05,N/A,17:05,Standard,1m 2f 150y,Streetscape,J A Heffernan,0,E McCarthy,9th,Short Head,6,9-4,-,True,164,35
Dundalk Racing Results | 14th March 2025 17:05,N/A,17:05,Standard,1m 2f 150y,Magyar,R M Mulligan,7,Jennifer Monaghan,8th,31 l,8,9-2ht1,-,True,164,35
