track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Equine Angel (IRE),B P Kennedy,7,M J O'Connor,S,N/A,4,11-3,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Mutha (FR),D Meyler,0,Ian Donoghue,PU,N/A,4,11-3h,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Legacy Juno (IRE),J J Slevin,0,S R B Crawford,10th,99 l,7,11-7,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Spread The Faith (IRE),P T Enright,0,O McKiernan,9th,13 l,4,11-3,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Kathleen Gold (IRE),D J O'Keeffe,0,R P Burns,8th,17 l,9,11-7,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Give Her Hollie (IRE),D J Gilligan,3,C Collins,7th,Head,4,11-3,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Hanara Rovan (IRE),J P O'Sullivan,0,P J Rothwell,6th,8 l,6,11-7,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Coole Cherry (IRE),P Townend,0,W P Mullins,5th,8 l,6,11-7,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Whitewinewednesday (IRE),K C Sexton,0,M A Daly,4th,6 l,5,11-7,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Kilrush Lady (IRE),E Dwan,7,P M J Doyle,3rd,1/2 l,5,11-7t1,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,She Can Do It (IRE),A Harvey,7,L Lennon,2nd,1/2 l,4,11-3,-,True,127,46
Downpatrick Racing Results | 15th July 2024 14:40,N/A,14:40,Good,2m 1f 165y,Hey Whatever (IRE),Sam Ewing,0,G Elliott,1st,N/A,4,11-3,-,True,127,46
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Caminito Del Rey (IRE),M Hamill,0,C A McBratney,NR,N/A,6,11-4h,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Step Out (IRE),J J Slevin,0,S R B Crawford,NR,N/A,5,11-4t,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Super Cub,L Quinlan,3,R Hackett,NR,N/A,5,11-12h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Hey Driver (IRE),D Robinson,0,A Mullins,PU,N/A,4,11-0h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Peddler's Lane (IRE),D Meyler,0,Mrs G Callaghan,13th,12 l,6,11-4h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Marcher Lord (IRE),D J Gilligan,0,M J O'Connor,12th,Neck,5,11-12,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Medadthebookie,K E Buckley,0,E Buckley,11th,11 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Head For Home (IRE),P T Enright,0,O McKiernan,10th,4 1/4 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Mortimer Duke,Mr F Maguire,0,B Connell,9th,23 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Jersey Klass (FR),M M McDonagh,0,P Griffin,8th,3/4 l,5,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Jim's Cracker,P J O'Hanlon,0,D A McLoughlin,7th,3 3/4 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Dakota Chief (IRE),P K Donovan,5,Louise G Lyons,6th,2 3/4 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Navy Guitar (IRE),S W Flanagan,0,A Murray,5th,1/2 l,5,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Bodybuilder (GER),Sam Ewing,0,G Elliott,4th,8 l,6,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Strictly Tango (IRE),S D Torrens,0,P J Rothwell,3rd,3/4 l,5,11-4h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Southey (IRE),Mr S Connor,7,S R B Crawford,2nd,9 1/2 l,4,11-0t,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Shinnhill (IRE),A Harvey,7,N McKnight,1st,N/A,7,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Caminito Del Rey (IRE),M Hamill,0,C A McBratney,NR,N/A,6,11-4h,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Step Out (IRE),J J Slevin,0,S R B Crawford,NR,N/A,5,11-4t,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Super Cub,L Quinlan,3,R Hackett,NR,N/A,5,11-12h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Hey Driver (IRE),D Robinson,0,A Mullins,PU,N/A,4,11-0h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Peddler's Lane (IRE),D Meyler,0,Mrs G Callaghan,13th,12 l,6,11-4h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Marcher Lord (IRE),D J Gilligan,0,M J O'Connor,12th,Neck,5,11-12,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Medadthebookie,K E Buckley,0,E Buckley,11th,11 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Head For Home (IRE),P T Enright,0,O McKiernan,10th,4 1/4 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Mortimer Duke,Mr F Maguire,0,B Connell,9th,23 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Jersey Klass (FR),M M McDonagh,0,P Griffin,8th,3/4 l,5,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Jim's Cracker,P J O'Hanlon,0,D A McLoughlin,7th,3 3/4 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Dakota Chief (IRE),P K Donovan,5,Louise G Lyons,6th,2 3/4 l,4,11-0,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Navy Guitar (IRE),S W Flanagan,0,A Murray,5th,1/2 l,5,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Bodybuilder (GER),Sam Ewing,0,G Elliott,4th,8 l,6,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Strictly Tango (IRE),S D Torrens,0,P J Rothwell,3rd,3/4 l,5,11-4h1,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Southey (IRE),Mr S Connor,7,S R B Crawford,2nd,9 1/2 l,4,11-0t,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:15,N/A,15:15,Good  Hurdle (Turf),2m 1f 165y,Shinnhill (IRE),A Harvey,7,N McKnight,1st,N/A,7,11-4,-,True,127,47
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Poker Night (IRE),C Owens,7,P J Rothwell,PU,N/A,6,10-8,80,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Lake Manzaleh,M M McDonagh,0,P Griffin,13th,93 l,5,10-12tp1,84,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Muhtaluza (FR),Sam Ewing,0,G Elliott,12th,23 l,5,11-9t,95,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Across The Ocean (IRE),C Stone-Walsh,5,G P Cromwell,11th,3 1/2 l,5,11-1t,87,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Billable Grant (IRE),D J Gilligan,3,C A McBratney,10th,17 l,7,10-8,80,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Lope De Light,O R Brown,5,W Durkan,9th,1 1/2 l,4,11-8t1,98,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Wee Jerry (IRE),S W Flanagan,0,Ian Donoghue,8th,7 1/2 l,8,10-8,80,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Rightfolksplease (IRE),K C Sexton,0,P W Flynn,7th,Head,6,11-12,98,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Mr Sundancer,P Hanlon,7,J J Hanlon,6th,Head,6,11-8,94,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Angelsworknovrtime (IRE),A Harvey,7,James Andrew Fahey,5th,5 l,8,11-4t,90,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,My Policy (IRE),P M O'Brien,7,P Rooney,4th,1 3/4 l,5,11-11v1,97,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,3rd,1 1/4 l,7,11-10,96,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,The Vegas Raider (IRE),P K Donovan,5,K A Heffernan,2nd,1 3/4 l,6,11-6tv,92,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Steps In The Sand (IRE),E Walsh,0,C Collins,1st,N/A,5,11-11,97,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Poker Night (IRE),C Owens,7,P J Rothwell,PU,N/A,6,10-8,80,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Lake Manzaleh,M M McDonagh,0,P Griffin,13th,93 l,5,10-12tp1,84,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Muhtaluza (FR),Sam Ewing,0,G Elliott,12th,23 l,5,11-9t,95,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Across The Ocean (IRE),C Stone-Walsh,5,G P Cromwell,11th,3 1/2 l,5,11-1t,87,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Billable Grant (IRE),D J Gilligan,3,C A McBratney,10th,17 l,7,10-8,80,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Lope De Light,O R Brown,5,W Durkan,9th,1 1/2 l,4,11-8t1,98,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Wee Jerry (IRE),S W Flanagan,0,Ian Donoghue,8th,7 1/2 l,8,10-8,80,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Rightfolksplease (IRE),K C Sexton,0,P W Flynn,7th,Head,6,11-12,98,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Mr Sundancer,P Hanlon,7,J J Hanlon,6th,Head,6,11-8,94,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Angelsworknovrtime (IRE),A Harvey,7,James Andrew Fahey,5th,5 l,8,11-4t,90,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,My Policy (IRE),P M O'Brien,7,P Rooney,4th,1 3/4 l,5,11-11v1,97,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Tipp For Mac (IRE),T Joseph Kelly,7,T Cooper,3rd,1 1/4 l,7,11-10,96,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,The Vegas Raider (IRE),P K Donovan,5,K A Heffernan,2nd,1 3/4 l,6,11-6tv,92,True,127,48
Downpatrick Racing Results | 15th July 2024 15:50,N/A,15:50,Good,2m 1f 165y,Steps In The Sand (IRE),E Walsh,0,C Collins,1st,N/A,5,11-11,97,True,127,48
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Beaufort Scale (IRE),Sam Ewing,0,G Elliott,NR,N/A,5,11-4t,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Dersalwayssometin (IRE),K E Buckley,0,Ian Donoghue,10th,20 l,5,11-4,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Midleton Rare (IRE),P M O'Brien,7,D A McLoughlin,9th,5 1/2 l,6,11-12,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Imperial Fashion (IRE),K C Sexton,0,E Sheehy,8th,7 l,5,11-4,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Look Dont Touch (IRE),Mr I Ryan,7,Conor Maxwell,7th,4 1/2 l,9,11-4,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Nicolas Fortune (IRE),P K Donovan,5,K A Heffernan,6th,6 1/2 l,6,10-11t,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Vaureal (FR),J C Gainford,0,C Bowe,5th,14 l,5,11-4,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Charlie's Dilemma (IRE),B W Harvey,0,J C McConnell,4th,4 1/4 l,5,11-4,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Western Ability (IRE),D J O'Keeffe,0,D M Christie,3rd,1 3/4 l,5,11-4,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,River Tara (IRE),P Townend,0,W P Mullins,2nd,6 l,6,11-5,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Ollie La Ba Ba (IRE),G B Noonan,5,E McCarthy,1st,N/A,6,11-4tp,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Beaufort Scale (IRE),Sam Ewing,0,G Elliott,NR,N/A,5,11-4t,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Dersalwayssometin (IRE),K E Buckley,0,Ian Donoghue,10th,20 l,5,11-4,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Midleton Rare (IRE),P M O'Brien,7,D A McLoughlin,9th,5 1/2 l,6,11-12,-,True,127,49
Downpatrick Racing Results | 15th July 2024 16:25,N/A,16:25,Good,2m 5f 185y,Imperial Fashion (IRE),K C Sexton,0,E Sheehy,8th,7 l,5,11-4,-,True,127,49
