track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,Glor Tire (IRE),R. P. Cleary,0,J. S. Bolger,8th,1/2 l,2,9-2,-,True,56,43
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,September Leaves (IRE),Shane Foley,0,Mrs J. Harrington,7th,2 1/2 l,2,9-2,-,True,56,43
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,Back Down Under (IRE),L. F. Roche,0,Padraig Roche,6th,3/4 l,2,9-2,-,True,56,43
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,Miss Black Jack,R. P. Whelan,0,John S. O'Donoghue,5th,1 1/4 l,2,9-2,-,True,56,43
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,Gunzburg (IRE),William James Lee,0,P. Twomey,4th,1 3/4 l,2,9-2,-,True,56,43
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,Mysteries (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,Neck,2,9-2,-,True,56,43
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,Grand Job (USA),D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,3/4 l,2,9-2,-,True,56,43
Curragh Racing Results | 28th May 2023 13:45,N/A,13:45,Good,6f,Matrika (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,2,9-2b1,-,True,56,43
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Najat,Seamie Heffernan,0,Donal Kinsella,15th,2 3/4 l,4,8-12,73,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Tooprofitable (IRE),L. F. Roche,0,Anthony Mullins,14th,1 1/4 l,3,8-7b,77,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Lovejoy (IRE),N. M. Crosse,0,W. McCreery,13th,4 1/4 l,3,8-9,79,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Pilbara Gold (IRE),R. C. Colgan,0,Andrew Kinirons,12th,1 3/4 l,4,8-13ht1,74,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Wave Machine (FR),Ben Martin Coen,0,John Patrick Murtagh,11th,Neck,3,9-6p1,90,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Sophie's Star,G. P. Halpin,0,Mrs Denise Foster,10th,1 1/2 l,4,9-6,81,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Marsa (IRE),C. T. Keane,0,Edward Lynam,9th,2 1/4 l,4,8-13,74,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Queen's Pardon,C. D. Hayes,0,Eddie & Patrick Harty,8th,2 l,4,9-1,76,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Little Queenie (IRE),R. Whearty,7,Paul W. Flynn,7th,1/2 l,4,8-12t,73,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Petit Calvados (IRE),Declan McDonogh,0,E. J. O'Neill,6th,3/4 l,5,9-5,80,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Craft Irish (IRE),J. Coen,5,P. J. F. Murphy,5th,1/2 l,5,10-0b,89,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Sioux Spirit (IRE),William James Lee,0,K. J. Condon,4th,2 1/2 l,3,9-0v,84,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Queen Maedbh (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-7,91,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Iva Batt (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,1/2 l,5,8-12p,73,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,5,9-0,75,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Najat,Seamie Heffernan,0,Donal Kinsella,15th,2 3/4 l,4,8-12,73,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Tooprofitable (IRE),L. F. Roche,0,Anthony Mullins,14th,1 1/4 l,3,8-7b,77,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Lovejoy (IRE),N. M. Crosse,0,W. McCreery,13th,4 1/4 l,3,8-9,79,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Pilbara Gold (IRE),R. C. Colgan,0,Andrew Kinirons,12th,1 3/4 l,4,8-13ht1,74,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Wave Machine (FR),Ben Martin Coen,0,John Patrick Murtagh,11th,Neck,3,9-6p1,90,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Sophie's Star,G. P. Halpin,0,Mrs Denise Foster,10th,1 1/2 l,4,9-6,81,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Marsa (IRE),C. T. Keane,0,Edward Lynam,9th,2 1/4 l,4,8-13,74,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Queen's Pardon,C. D. Hayes,0,Eddie & Patrick Harty,8th,2 l,4,9-1,76,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Little Queenie (IRE),R. Whearty,7,Paul W. Flynn,7th,1/2 l,4,8-12t,73,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Petit Calvados (IRE),Declan McDonogh,0,E. J. O'Neill,6th,3/4 l,5,9-5,80,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Craft Irish (IRE),J. Coen,5,P. J. F. Murphy,5th,1/2 l,5,10-0b,89,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Sioux Spirit (IRE),William James Lee,0,K. J. Condon,4th,2 1/2 l,3,9-0v,84,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Queen Maedbh (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-7,91,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Iva Batt (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,1/2 l,5,8-12p,73,True,56,44
Curragh Racing Results | 28th May 2023 14:15,N/A,14:15,Good,6f,Transcendental (FR),G. F. Carroll,0,Gavin Patrick Cromwell,1st,N/A,5,9-0,75,True,56,44
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Trevaunance (IRE),Shane Foley,0,Mrs J. Harrington,6th,Head,4,9-2,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Vadeni (FR),Christophe Soumillon,0,Jean-Claude Rouget,5th,3/4 l,4,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Layfayette (IRE),C. T. Keane,0,Noel Meade,4th,2 1/4 l,6,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Piz Badile (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,6 l,4,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Bay Bridge,Richard Kingscote,0,Sir Michael Stoute,2nd,1/2 l,5,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Luxembourg (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,4,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Trevaunance (IRE),Shane Foley,0,Mrs J. Harrington,6th,Head,4,9-2,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Vadeni (FR),Christophe Soumillon,0,Jean-Claude Rouget,5th,3/4 l,4,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Layfayette (IRE),C. T. Keane,0,Noel Meade,4th,2 1/4 l,6,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Piz Badile (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,3rd,6 l,4,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Bay Bridge,Richard Kingscote,0,Sir Michael Stoute,2nd,1/2 l,5,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 14:45,N/A,14:45,Good,1m 2f 110y,Luxembourg (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,4,9-5,-,True,56,45
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Star Girls Aalmal (IRE),C. D. Hayes,0,Henry de Bromhead,8th,2 1/2 l,4,9-2p1,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Redressed,C. T. Keane,0,G. M. Lyons,7th,3 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Spring Feeling (FR),R. P. Whelan,0,K. J. Condon,6th,3 3/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,1 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Goldana (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,1 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Insinuendo (IRE),Declan McDonogh,0,W. McCreery,3rd,3/4 l,6,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Jumbly,Ryan Moore,0,Joseph Patrick O'Brien,2nd,2 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Just Beautiful,William James Lee,0,P. Twomey,1st,N/A,5,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Star Girls Aalmal (IRE),C. D. Hayes,0,Henry de Bromhead,8th,2 1/2 l,4,9-2p1,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Redressed,C. T. Keane,0,G. M. Lyons,7th,3 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Spring Feeling (FR),R. P. Whelan,0,K. J. Condon,6th,3 3/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Honey Girl (BRA),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,1 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Goldana (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,1 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Insinuendo (IRE),Declan McDonogh,0,W. McCreery,3rd,3/4 l,6,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Jumbly,Ryan Moore,0,Joseph Patrick O'Brien,2nd,2 1/4 l,4,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:15,N/A,15:15,Good,1m,Just Beautiful,William James Lee,0,P. Twomey,1st,N/A,5,9-2,-,True,56,46
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Aspen Grove (IRE),M. A. Enright,0,J. A. Stack,10th,3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Eternal Silence (USA),Shane Foley,0,Mrs J. Harrington,9th,1 3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Dower House (IRE),W. M. Lordan,0,Aidan O'Brien,8th,1 1/4 l,3,9-2t1,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Breege,Jason Hart,0,John Quinn,7th,1/2 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,You Send Me (IRE),C. T. Keane,0,J. A. Stack,6th,4 3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Jackie Oh (IRE),Seamie Heffernan,0,Aidan O'Brien,5th,2 3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Tarawa (IRE),William James Lee,0,D. K. Weld,4th,1 1/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Comhra (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Head,3,9-2p1,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Meditate (IRE),Ryan Moore,0,Aidan O'Brien,2nd,1 1/2 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Tahiyra (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Aspen Grove (IRE),M. A. Enright,0,J. A. Stack,10th,3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Eternal Silence (USA),Shane Foley,0,Mrs J. Harrington,9th,1 3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Dower House (IRE),W. M. Lordan,0,Aidan O'Brien,8th,1 1/4 l,3,9-2t1,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Breege,Jason Hart,0,John Quinn,7th,1/2 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,You Send Me (IRE),C. T. Keane,0,J. A. Stack,6th,4 3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Jackie Oh (IRE),Seamie Heffernan,0,Aidan O'Brien,5th,2 3/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Tarawa (IRE),William James Lee,0,D. K. Weld,4th,1 1/4 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Comhra (IRE),R. P. Cleary,0,J. S. Bolger,3rd,Head,3,9-2p1,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Meditate (IRE),Ryan Moore,0,Aidan O'Brien,2nd,1 1/2 l,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 15:50,N/A,15:50,Good,1m,Tahiyra (IRE),C. D. Hayes,0,D. K. Weld,1st,N/A,3,9-2,-,True,56,47
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Mister Mister (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,6th,1 1/4 l,3,9-5h,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Save Your Love (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,2 1/4 l,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Young Ireland (IRE),R. P. Cleary,0,J. S. Bolger,4th,5 1/2 l,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Kingswood,R. P. Whelan,0,John S. O'Donoghue,3rd,1/2 l,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Teutates (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,2nd,N/A,3,9-5p,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Drumroll (IRE),Ryan Moore,0,Aidan O'Brien,1st,Short Head,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Mister Mister (GER),D. B. McMonagle,0,Joseph Patrick O'Brien,6th,1 1/4 l,3,9-5h,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Save Your Love (IRE),Ben Martin Coen,0,John Patrick Murtagh,5th,2 1/4 l,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Young Ireland (IRE),R. P. Cleary,0,J. S. Bolger,4th,5 1/2 l,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Kingswood,R. P. Whelan,0,John S. O'Donoghue,3rd,1/2 l,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Teutates (IRE),G. M. Ryan,0,Donnacha Aidan O'Brien,2nd,N/A,3,9-5p,-,True,56,48
Curragh Racing Results | 28th May 2023 16:25,N/A,16:25,Good,1m 2f,Drumroll (IRE),Ryan Moore,0,Aidan O'Brien,1st,Short Head,3,9-5,-,True,56,48
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Elsa's Pride (IRE),A. J. Slattery,0,J. A. Stack,9th,4 3/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Ameerat Jumaira,R. P. Whelan,0,M. Halford & T. Collins,8th,1 3/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Kirkuila (IRE),L. T. McAteer,3,James M. Barrett,7th,2 1/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Fairytale Princess (IRE),C. T. Keane,0,G. M. Lyons,6th,3 3/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Report (USA),G. M. Ryan,0,Donnacha Aidan O'Brien,5th,1/2 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Eziva (IRE),C. D. Hayes,0,D. K. Weld,4th,2 1/2 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Star Galaxy (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-3h1,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Esquiline (FR),Ben Martin Coen,0,John Patrick Murtagh,2nd,2 1/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,High Chieftess (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-3b1,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Elsa's Pride (IRE),A. J. Slattery,0,J. A. Stack,9th,4 3/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Ameerat Jumaira,R. P. Whelan,0,M. Halford & T. Collins,8th,1 3/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Kirkuila (IRE),L. T. McAteer,3,James M. Barrett,7th,2 1/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Fairytale Princess (IRE),C. T. Keane,0,G. M. Lyons,6th,3 3/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Report (USA),G. M. Ryan,0,Donnacha Aidan O'Brien,5th,1/2 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Eziva (IRE),C. D. Hayes,0,D. K. Weld,4th,2 1/2 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Star Galaxy (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,3,9-3h1,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,Esquiline (FR),Ben Martin Coen,0,John Patrick Murtagh,2nd,2 1/4 l,3,9-3,-,True,56,49
Curragh Racing Results | 28th May 2023 16:55,N/A,16:55,Good,1m 2f,High Chieftess (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,3,9-3b1,-,True,56,49
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Mellow Magic,S. McCullagh,3,Mrs J. Harrington,NR,N/A,5,9-12,88,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Bold Approach (IRE),R. P. Cleary,0,Brendan Duke,18th,9 1/2 l,7,9-10,86,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Kingsofthemidlands (FR),Declan McDonogh,0,P. A. Fahy,17th,1 3/4 l,5,8-11,73,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Bradesco (IRE),N. M. Crosse,0,Luke Comer,16th,1 1/4 l,6,10-4,94,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Ted Hastings (IRE),C. D. Hayes,0,Gordon Elliott,15th,1 l,7,9-13,89,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Mr Rango (IRE),Siobhan Rutledge,5,Ross O'Sullivan,14th,1 3/4 l,5,9-11,87,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Almuhit (IRE),M. A. Enright,0,Denis Hogan,13th,Nose,4,10-1p,91,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Zanndabad (IRE),Ben Martin Coen,0,A. J. Martin,12th,Head,4,10-5t,95,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Sheishybrid (IRE),Adam Caffrey,7,Noel Meade,11th,1/2 l,5,9-9b,85,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Last Ammo (IRE),D. B. McMonagle,0,Richard John O'Brien,10th,1 1/4 l,4,9-2,78,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Snapius (IRE),William James Lee,0,James A. Nash,9th,Short Head,4,9-4,80,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Morph Speed (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,8th,Head,7,9-6t1,82,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Kingswear,J. M. Sheridan,3,Denis Hogan,7th,Head,6,9-11,87,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Newfoundland (IRE),Ryan Moore,0,Joseph Patrick O'Brien,6th,2 l,4,9-13,89,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Star Kissed (IRE),C. T. Keane,0,G. M. Lyons,5th,1 1/4 l,4,9-3,79,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,The Very Man (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 1/4 l,9,9-12p,88,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Golden Twilight (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,1/2 l,6,9-13t,89,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Black Hawk Eagle (IRE),Oisin Murphy,0,Noel Meade,2nd,1/2 l,5,9-0,76,True,56,50
Curragh Racing Results | 28th May 2023 17:25,N/A,17:25,Good,1m 6f,Dame Rapide (IRE),L. T. McAteer,3,James M. Barrett,1st,N/A,6,10-2,92,True,56,50
