track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 11th August 2023 19:35,N/A,19:35,Yielding To Soft  (Turf),7f 100y,Toll Stone (IRE),William James Lee,0,K. J. Condon,5th,1/2 l,3,9-8,-,True,72,48
Tipperary Racing Results | 11th August 2023 19:35,N/A,19:35,Yielding To Soft  (Turf),7f 100y,Time Tells All (IRE),C. D. Hayes,0,D. K. Weld,4th,Neck,3,9-8v1,-,True,72,48
Tipperary Racing Results | 11th August 2023 19:35,N/A,19:35,Yielding To Soft  (Turf),7f 100y,First Gentleman (IRE),Shane Foley,0,Mrs J. Harrington,3rd,Neck,3,9-8p,-,True,72,48
Tipperary Racing Results | 11th August 2023 19:35,N/A,19:35,Yielding To Soft  (Turf),7f 100y,Helter Skelter (IRE),C. T. Keane,0,John Joseph Murphy,2nd,3 1/2 l,3,9-8,-,True,72,48
Tipperary Racing Results | 11th August 2023 19:35,N/A,19:35,Yielding To Soft  (Turf),7f 100y,Space Age (IRE),Ben Martin Coen,0,John Joseph Murphy,1st,N/A,3,9-8,-,True,72,48
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Sea The Sunset,Ms E. C. Costello,7,J. Morrison,13th,5 1/2 l,4,10-8,62,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Ben Alexander,Miss M. Walsh,7,Harry Rogers,12th,2 3/4 l,7,9-7,47,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Viceregent,Siobhan Rutledge,0,Charles Byrnes,11th,3/4 l,6,10-10,64,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,White Strand (IRE),Miss L. Costello,7,T. Hogan,10th,Neck,4,9-12p,52,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Patrick Joseph,Miss R. Hogan,7,D. Broad,9th,Short Head,8,9-13p,53,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Chatterbox (IRE),Ms L. B. Mellerick,7,John Joseph Murphy,8th,Short Head,4,10-10,64,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Longclaw (USA),Miss J. Townend,0,P. J. F. Murphy,7th,1 1/4 l,6,11-8,76,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Mutadaawel (IRE),R. Donaghue-Leahy,7,Nigel Slevin,6th,1/2 l,8,9-12,52,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Lispendense (IRE),Annalise Cullen,7,Denis W. Cullen,5th,Head,8,11-2,70,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Summer Fly (FR),Amy Jo Hayes,7,Mrs Yvonne Dunleavy,4th,1 1/4 l,5,10-10tp,64,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Expound,Miss A. B. O'Connor,3,Denis Hogan,3rd,1/2 l,4,11-6t,74,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Black Soul (IRE),Miss E. Cody,7,John E. & Thomas Kiely,2nd,1/2 l,4,10-12,66,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,L'Un Deux Trois (IRE),Sorcha Woods,7,Oliver McKiernan,1st,N/A,7,10-9t,63,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Sea The Sunset,Ms E. C. Costello,7,J. Morrison,13th,5 1/2 l,4,10-8,62,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Ben Alexander,Miss M. Walsh,7,Harry Rogers,12th,2 3/4 l,7,9-7,47,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Viceregent,Siobhan Rutledge,0,Charles Byrnes,11th,3/4 l,6,10-10,64,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,White Strand (IRE),Miss L. Costello,7,T. Hogan,10th,Neck,4,9-12p,52,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Patrick Joseph,Miss R. Hogan,7,D. Broad,9th,Short Head,8,9-13p,53,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Chatterbox (IRE),Ms L. B. Mellerick,7,John Joseph Murphy,8th,Short Head,4,10-10,64,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Longclaw (USA),Miss J. Townend,0,P. J. F. Murphy,7th,1 1/4 l,6,11-8,76,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Mutadaawel (IRE),R. Donaghue-Leahy,7,Nigel Slevin,6th,1/2 l,8,9-12,52,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Lispendense (IRE),Annalise Cullen,7,Denis W. Cullen,5th,Head,8,11-2,70,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Summer Fly (FR),Amy Jo Hayes,7,Mrs Yvonne Dunleavy,4th,1 1/4 l,5,10-10tp,64,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Expound,Miss A. B. O'Connor,3,Denis Hogan,3rd,1/2 l,4,11-6t,74,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,Black Soul (IRE),Miss E. Cody,7,John E. & Thomas Kiely,2nd,1/2 l,4,10-12,66,True,72,49
Tipperary Racing Results | 11th August 2023 20:10,N/A,20:10,Yielding To Soft ap (Turf),1m 4f 115y,L'Un Deux Trois (IRE),Sorcha Woods,7,Oliver McKiernan,1st,N/A,7,10-9t,63,True,72,49
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Dark Image,G. B. Noonan,5,Eoin Christopher McCarthy,PU,N/A,5,11-5t,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Back O' The Net (IRE),B. P. Kennedy,7,Sabrina J. Harty,PU,N/A,7,11-4,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Six Ace (IRE),J. W. Kennedy,0,Gordon Elliott,9th,28 l,5,11-4p,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Monty Cross (IRE),Phillip Enright,0,E. J. O'Grady,8th,9 l,5,11-4p1,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Knockaneleigh Girl (IRE),K. C. Sexton,0,Declan Queally,7th,31 l,6,10-11h,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Callie Mannon (IRE),C. Brassil,5,Henry de Bromhead,6th,8 l,5,10-11h1,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Duleek Street (IRE),B. W. Harvey,3,John McConnell,5th,1 1/2 l,5,11-4,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Rohans Successor (IRE),Sean Flanagan,0,Peter Fahey,4th,7 1/2 l,6,11-4,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,River Tara (IRE),P. Townend,0,W. P. Mullins,3rd,2 1/4 l,5,11-5,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Pickanumber (IRE),Shane Fenelon,7,Peter Croke,2nd,2 l,5,11-4,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Dutch Schultz,Keith Donoghue,0,Gavin Patrick Cromwell,1st,N/A,6,11-12h,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Dark Image,G. B. Noonan,5,Eoin Christopher McCarthy,PU,N/A,5,11-5t,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Back O' The Net (IRE),B. P. Kennedy,7,Sabrina J. Harty,PU,N/A,7,11-4,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Six Ace (IRE),J. W. Kennedy,0,Gordon Elliott,9th,28 l,5,11-4p,-,True,72,50
Wexford Racing Results | 11th August 2023 16:55,N/A,16:55,Yielding (Good To Yielding In Places),2m 160y,Monty Cross (IRE),Phillip Enright,0,E. J. O'Grady,8th,9 l,5,11-4p1,-,True,72,50
